area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,total_rooms
Super built-up  Area,JP Nagar,1850.0,3.0,3.0,150.0,3.0,8108.108108108108,6.0
Super built-up  Area,Panathur,1438.0,2.0,3.0,100.0,2.0,6954.102920723227,4.0
Super built-up  Area,Other,1560.0,3.0,3.0,115.0,3.0,7371.794871794872,6.0
Super built-up  Area,Yelahanka,1350.0,2.0,1.0,55.55,2.0,4114.814814814815,4.0
Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,67.0,3.0,4322.580645161291,6.0
Super built-up  Area,Malleshpalya,1140.0,2.0,2.0,46.5,2.0,4078.9473684210525,4.0
Super built-up  Area,Other,850.0,2.0,2.0,27.0,2.0,3176.470588235294,4.0
Super built-up  Area,Whitefield,1280.0,2.0,2.0,75.0,2.0,5859.375,4.0
Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2.0,4444.444444444444,4.0
Super built-up  Area,Other,1113.0,2.0,1.0,51.0,2.0,4582.210242587601,4.0
Super built-up  Area,Hennur Road,1385.0,2.0,1.0,83.09,2.0,5999.27797833935,4.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2.0,5762.41134751773,4.0
Plot  Area,Marathahalli,1200.0,2.0,2.0,128.0,2.0,10666.666666666666,4.0
Plot  Area,Other,1200.0,4.0,3.0,165.0,4.0,13750.0,8.0
Super built-up  Area,Rajaji Nagar,2390.0,3.0,2.0,415.0,3.0,17364.016736401674,6.0
Plot  Area,Giri Nagar,2400.0,4.0,1.0,400.0,4.0,16666.666666666668,8.0
Super built-up  Area,Haralur Road,1464.0,3.0,2.0,56.0,3.0,3825.136612021858,6.0
Super built-up  Area,Other,1200.0,2.0,2.0,55.0,2.0,4583.333333333333,4.0
Super built-up  Area,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2.0,4333.333333333333,4.0
Super built-up  Area,Kaggalipura,1150.0,2.0,1.0,55.0,3.0,4782.608695652174,5.0
Built-up  Area,Other,1645.0,3.0,2.0,95.0,3.0,5775.075987841945,6.0
Super built-up  Area,Sarjapur  Road,1000.0,2.0,1.0,67.0,2.0,6700.0,4.0
Plot  Area,Haralur Road,2650.0,4.0,2.0,198.0,4.0,7471.698113207547,8.0
Super built-up  Area,6th Phase JP Nagar,1192.0,2.0,2.0,74.0,2.0,6208.053691275168,4.0
Super built-up  Area,Ulsoor,2135.0,3.0,2.0,215.0,3.0,10070.257611241217,6.0
Super built-up  Area,Whitefield,1173.0,2.0,1.0,58.0,2.0,4944.58653026428,4.0
Built-up  Area,Uttarahalli,1020.0,2.0,2.0,45.0,2.0,4411.764705882353,4.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,230.0,4.0,7367.072389493914,10.0
Super built-up  Area,Somasundara Palya,1600.0,3.0,3.0,64.0,3.0,4000.0,6.0
Plot  Area,Other,1200.0,2.0,0.0,79.0,2.0,6583.333333333333,4.0
Carpet  Area,Other,1230.0,2.0,3.0,48.0,2.0,3902.439024390244,4.0
Super built-up  Area,Devarachikkanahalli,1250.0,2.0,2.0,40.0,2.0,3200.0,4.0
Super built-up  Area,Kalena Agrahara,1325.0,2.0,2.0,76.0,2.0,5735.8490566037735,4.0
Built-up  Area,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3.0,8108.108108108108,6.0
Super built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2.0,5416.666666666667,4.0
Plot  Area,Other,1350.0,2.0,0.0,140.0,3.0,10370.37037037037,5.0
Super built-up  Area,Bommasandra,1260.0,3.0,1.0,49.36,3.0,3917.4603174603176,6.0
Super built-up  Area,Other,1800.0,3.0,0.0,150.0,3.0,8333.333333333334,6.0
Built-up  Area,Ardendale,1100.0,2.0,1.0,43.25,2.0,3931.818181818182,4.0
Super built-up  Area,Harlur,1508.0,2.0,1.0,77.0,2.0,5106.100795755968,4.0
Carpet  Area,Other,1592.0,3.0,2.0,75.0,3.0,4711.05527638191,6.0
Super built-up  Area,Akshaya Nagar,1388.0,2.0,3.0,57.0,2.0,4106.628242074928,4.0
Super built-up  Area,Electronic City Phase II,630.0,1.0,1.0,28.35,1.0,4500.0,2.0
Plot  Area,Other,2000.0,3.0,2.0,365.0,3.0,18250.0,6.0
Super built-up  Area,Other,1762.0,3.0,1.0,125.0,3.0,7094.211123723042,6.0
Super built-up  Area,Other,950.0,2.0,2.0,50.0,2.0,5263.1578947368425,4.0
Super built-up  Area,Kodihalli,3252.0,5.0,3.0,335.0,4.0,10301.353013530135,9.0
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,50.0,2.0,4480.286738351255,4.0
Super built-up  Area,Other,1308.0,2.0,2.0,89.04,2.0,6807.339449541284,4.0
Super built-up  Area,Other,1200.0,3.0,0.0,90.0,3.0,7500.0,6.0
Plot  Area,Other,1500.0,4.0,2.0,230.0,4.0,15333.333333333334,8.0
Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1.0,3700.0,2.0
Super built-up  Area,Hennur,1075.0,2.0,1.0,52.0,2.0,4837.209302325581,4.0
Super built-up  Area,Chandapura,530.0,1.0,0.0,11.66,1.0,2200.0,2.0
Built-up  Area,Bellandur,1205.0,2.0,3.0,66.0,2.0,5477.178423236514,4.0
Super built-up  Area,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2.0,5581.395348837209,4.0
Built-up  Area,KR Puram,930.0,2.0,2.0,39.0,2.0,4193.548387096775,4.0
Super built-up  Area,Balagere,1380.0,2.0,1.0,60.0,2.0,4347.826086956522,4.0
Super built-up  Area,Hebbal,2483.0,5.0,2.0,212.0,4.0,8538.058799838904,9.0
Built-up  Area,Kodigehaali,1166.0,2.0,2.0,55.0,2.0,4716.981132075472,4.0
Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2.0,6190.476190476191,4.0
Super built-up  Area,Other,2023.71,3.0,2.0,275.0,3.0,13588.903548433324,6.0
Super built-up  Area,Begur Road,1200.0,2.0,2.0,46.8,2.0,3900.0,4.0
Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3.0,6750.0,5.0
Super built-up  Area,Billekahalli,1935.0,3.0,2.0,110.0,3.0,5684.754521963824,6.0
Super built-up  Area,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1.0,6629.711751662971,2.0
Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3.0,5277.777777777777,6.0
Super built-up  Area,Jalahalli,1400.0,3.0,0.0,77.0,3.0,5500.0,6.0
Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,115.0,3.0,6385.341476957246,6.0
Built-up  Area,Mahadevpura,1451.0,2.0,2.0,90.0,2.0,6202.618883528601,4.0
Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2.0,3000.0,3.0
Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2.0,3793.103448275862,4.0
Built-up  Area,Kengeri,1000.0,2.0,1.0,25.0,2.0,2500.0,4.0
Super built-up  Area,Kanakpura Road,950.0,2.0,1.0,40.0,2.0,4210.526315789473,4.0
Built-up  Area,Other,1629.0,3.0,2.0,79.0,3.0,4849.600982197668,6.0
Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3.0,8481.012658227848,5.0
Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3.0,6626.506024096386,6.0
Built-up  Area,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2.0,7550.2008032128515,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2.0,3999.126637554585,4.0
Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2.0,4000.0,4.0
Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3.0,6379.208505611341,6.0
Super built-up  Area,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2.0,4760.74986301616,4.0
Built-up  Area,Other,1460.0,2.0,1.0,58.0,2.0,3972.6027397260273,4.0
Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2.0,3047.6190476190477,4.0
Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2.0,4365.079365079365,4.0
Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2.0,7246.376811594203,4.0
Super built-up  Area,Chandapura,1208.0,3.0,1.0,45.0,3.0,3725.1655629139073,6.0
Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3.0,8429.319371727748,6.0
Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4.0,7072.570725707257,8.0
Plot  Area,Battarahalli,1200.0,2.0,1.0,65.0,2.0,5416.666666666667,4.0
Super built-up  Area,Other,1200.0,4.0,1.0,175.0,4.0,14583.333333333334,8.0
Super built-up  Area,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2.0,6978.723404255319,4.0
Plot  Area,Other,1000.0,2.0,0.0,165.0,2.0,16500.0,4.0
Plot  Area,Bannerghatta Road,1200.0,2.0,0.0,125.0,4.0,10416.666666666666,6.0
Super built-up  Area,Rajaji Nagar,2390.0,3.0,2.0,410.0,3.0,17154.81171548117,6.0
Super built-up  Area,Rajaji Nagar,12000.0,6.0,3.0,2200.0,7.0,18333.333333333332,13.0
Super built-up  Area,Other,1185.0,2.0,2.0,38.0,2.0,3206.7510548523205,4.0
Super built-up  Area,Kengeri,750.0,2.0,1.0,38.0,2.0,5066.666666666667,4.0
Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,64.5,3.0,4161.290322580645,6.0
Built-up  Area,Other,1760.0,3.0,2.0,88.0,3.0,5000.0,6.0
Super built-up  Area,Billekahalli,1125.0,2.0,2.0,62.0,2.0,5511.111111111111,4.0
Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3.0,11111.111111111111,6.0
Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2.0,5500.0,4.0
Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2.0,2888.0733944954127,4.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2.0,5000.0,4.0
Super built-up  Area,Budigere,1991.0,4.0,2.0,103.0,3.0,5173.279758915118,7.0
Super built-up  Area,Bommasandra,1060.0,2.0,1.0,26.5,2.0,2500.0,4.0
Super built-up  Area,Ambalipura,1105.0,2.0,1.0,75.0,2.0,6787.330316742082,4.0
Built-up  Area,Hoodi,985.0,2.0,2.0,67.0,2.0,6802.030456852792,4.0
Super built-up  Area,Balagere,1590.0,3.0,2.0,79.0,3.0,4968.553459119496,6.0
Super built-up  Area,CV Raman Nagar,1120.0,2.0,2.0,55.0,2.0,4910.714285714285,4.0
Super built-up  Area,Other,1069.0,2.0,1.0,55.0,2.0,5144.9953227315245,4.0
Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3.0,7242.628039317124,6.0
Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2.0,5778.894472361809,4.0
Super built-up  Area,Brookefield,1150.0,2.0,3.0,69.0,2.0,6000.0,4.0
Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2.0,3800.0,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0,3389.7110641296686,4.0
Super built-up  Area,Other,2150.0,4.0,2.0,240.0,3.0,11162.790697674418,7.0
Super built-up  Area,Other,1450.0,3.0,2.0,55.0,3.0,3793.103448275862,6.0
Super built-up  Area,Other,1630.0,3.0,2.0,68.29,3.0,4189.57055214724,6.0
Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2.0,5649.717514124294,3.0
Plot  Area,Kasavanhalli,1000.0,4.0,3.0,110.0,3.0,11000.0,7.0
Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4.0,5887.300252312868,8.0
Super built-up  Area,Bellandur,1250.0,2.0,1.0,76.0,2.0,6080.0,4.0
Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3.0,6785.714285714285,5.0
Super built-up  Area,Sarjapur  Road,1670.0,2.0,3.0,57.0,3.0,3413.1736526946106,5.0
Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3.0,5714.285714285715,6.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2.0,5056.980056980057,4.0
Super built-up  Area,Hoodi,1715.0,2.0,2.0,95.0,3.0,5539.35860058309,5.0
Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1.0,5500.0,2.0
Super built-up  Area,Harlur,1752.12,3.0,2.0,135.0,3.0,7704.951715635916,6.0
Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3.0,4727.272727272727,6.0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0,4283.397683397683,4.0
Plot  Area,Giri Nagar,1800.0,3.0,2.0,252.0,3.0,14000.0,6.0
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0,5500.0,4.0
Plot  Area,Other,1200.0,4.0,2.0,200.0,4.0,16666.666666666668,8.0
Super built-up  Area,Hormavu,1150.0,2.0,2.0,55.0,2.0,4782.608695652174,4.0
Built-up  Area,Other,3309.0,4.0,3.0,325.0,4.0,9821.698398307646,8.0
Super built-up  Area,Chandapura,1190.0,2.0,2.0,30.35,3.0,2550.4201680672268,5.0
Super built-up  Area,AECS Layout,1620.0,3.0,2.0,98.0,3.0,6049.382716049383,6.0
Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2.0,4943.1578947368425,4.0
Super built-up  Area,Other,5000.0,9.0,3.0,360.0,11.0,7200.0,20.0
Super built-up  Area,Harlur,2450.0,3.0,0.0,120.0,3.0,4897.959183673469,6.0
Super built-up  Area,Electronic City Phase II,1220.0,2.0,1.0,35.23,3.0,2887.7049180327863,5.0
Super built-up  Area,Other,850.0,2.0,1.0,30.0,2.0,3529.4117647058824,4.0
Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2.0,6176.470588235294,4.0
Built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2.0,4545.454545454545,4.0
Super built-up  Area,Other,1150.0,2.0,2.0,126.0,2.0,10956.521739130434,4.0
Super built-up  Area,Hebbal,1760.0,2.0,2.0,130.0,3.0,7386.363636363636,5.0
Super built-up  Area,Ambalipura,1800.0,3.0,3.0,110.0,3.0,6111.111111111111,6.0
Super built-up  Area,Akshaya Nagar,1070.0,2.0,1.0,54.0,2.0,5046.728971962617,4.0
Plot  Area,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4.0,14666.666666666666,8.0
Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2.0,6597.222222222223,4.0
Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2.0,4444.444444444444,4.0
Built-up  Area,Other,1200.0,4.0,1.0,230.0,4.0,19166.666666666668,8.0
Super built-up  Area,Whitefield,1130.0,2.0,1.0,42.16,2.0,3730.973451327434,4.0
Super built-up  Area,Koramangala,1320.0,2.0,1.0,165.0,2.0,12500.0,4.0
Super built-up  Area,Kodigehalli,1270.0,2.0,1.0,98.0,2.0,7716.535433070866,4.0
Built-up  Area,Other,1200.0,2.0,1.0,62.0,2.0,5166.666666666667,4.0
Super built-up  Area,Other,4800.0,4.0,2.0,235.0,4.0,4895.833333333333,8.0
Super built-up  Area,Other,1200.0,2.0,1.0,74.0,2.0,6166.666666666667,4.0
Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2.0,5400.4305705059205,4.0
Super built-up  Area,Other,1464.0,3.0,2.0,56.0,3.0,3825.136612021858,6.0
Super built-up  Area,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4.0,11111.111111111111,8.0
Plot  Area,Other,2000.0,4.0,2.0,99.0,4.0,4950.0,8.0
Super built-up  Area,Chikkalasandra,1208.0,2.0,1.0,49.0,2.0,4056.291390728477,4.0
Super built-up  Area,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2.0,5309.734513274337,4.0
Super built-up  Area,Other,1753.0,3.0,2.0,120.0,3.0,6845.407872219053,6.0
Super built-up  Area,Old Madras Road,4500.0,7.0,3.0,337.0,5.0,7488.888888888889,12.0
Super built-up  Area,Hoodi,1196.0,2.0,2.0,94.42,2.0,7894.648829431439,4.0
Built-up  Area,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2.0,4565.217391304348,5.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2.0,5585.106382978724,4.0
Super built-up  Area,Other,1000.0,2.0,1.0,53.0,2.0,5300.0,4.0
Super built-up  Area,Yelahanka,1035.0,2.0,1.0,45.0,2.0,4347.826086956522,4.0
Built-up  Area,Kereguddadahalli,950.0,2.0,1.0,32.0,2.0,3368.4210526315787,4.0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,36.0,3.0,3348.8372093023254,5.0
Super built-up  Area,Whitefield,1040.0,2.0,1.0,48.5,2.0,4663.461538461538,4.0
Plot  Area,Other,720.0,2.0,1.0,45.0,2.0,6250.0,4.0
Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3.0,6287.22700198544,6.0
Built-up  Area,Other,1300.0,3.0,1.0,58.0,3.0,4461.538461538462,6.0
Super built-up  Area,Hoodi,1545.0,3.0,1.0,68.75,3.0,4449.838187702266,6.0
Built-up  Area,Shampura,375.0,2.0,0.0,26.0,1.0,6933.333333333333,3.0
Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2.0,3578.154425612053,4.0
Super built-up  Area,Other,1115.0,2.0,1.0,40.0,2.0,3587.4439461883408,4.0
Super built-up  Area,JP Nagar,1000.0,2.0,1.0,35.0,2.0,3500.0,4.0
Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2.0,5096.262740656852,4.0
Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0,5857.740585774059,4.0
Plot  Area,Other,1200.0,3.0,1.0,165.0,4.0,13750.0,7.0
Built-up  Area,Other,700.0,1.0,0.0,41.0,1.0,5857.142857142857,2.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2.0,5377.2070626003215,4.0
Plot  Area,Banashankari Stage III,8500.0,4.0,2.0,145.0,4.0,1705.8823529411766,8.0
Super built-up  Area,Other,1600.0,4.0,1.0,80.0,4.0,5000.0,8.0
Super built-up  Area,Haralur Road,2805.0,5.0,3.0,154.0,4.0,5490.196078431372,9.0
Super built-up  Area,Begur Road,1584.0,3.0,2.0,65.0,3.0,4103.535353535353,6.0
Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4.0,9166.666666666666,9.0
Built-up  Area,Hosur Road,1175.0,2.0,2.0,48.0,3.0,4085.1063829787236,5.0
Built-up  Area,Other,1595.0,3.0,2.0,115.0,3.0,7210.031347962383,6.0
Super built-up  Area,Other,1353.0,2.0,2.0,110.0,2.0,8130.081300813008,4.0
Super built-up  Area,Electronic City,1599.0,3.0,2.0,125.0,3.0,7817.385866166354,6.0
Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2.0,6086.95652173913,4.0
Super built-up  Area,Jakkur,5230.0,6.0,1.0,465.0,4.0,8891.013384321224,10.0
Super built-up  Area,KR Puram,1155.0,2.0,2.0,42.74,2.0,3700.4329004329006,4.0
Built-up  Area,Other,1200.0,2.0,0.0,85.0,1.0,7083.333333333333,3.0
Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,25.0,2.0,2500.0,4.0
Super built-up  Area,Thanisandra,3000.0,4.0,2.0,120.0,4.0,4000.0,8.0
Built-up  Area,Rajiv Nagar,1867.0,3.0,1.0,160.0,3.0,8569.89823245849,6.0
Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,47.0,2.0,3756.994404476419,4.0
Super built-up  Area,Other,1028.0,2.0,1.0,45.5,2.0,4426.070038910506,4.0
Super built-up  Area,Arekere,1222.0,2.0,2.0,45.0,2.0,3682.4877250409168,4.0
Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3.0,5641.025641025641,5.0
Super built-up  Area,Hebbal,2400.0,4.0,1.0,245.0,3.0,10208.333333333334,7.0
Super built-up  Area,Other,1385.0,2.0,2.0,48.48,3.0,3500.361010830325,5.0
Super built-up  Area,HSR Layout,1372.0,2.0,1.0,68.0,2.0,4956.268221574344,4.0
Super built-up  Area,Magadi Road,1282.0,2.0,2.0,49.0,3.0,3822.1528861154447,5.0
Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9.0,4200.0,18.0
Built-up  Area,Other,3000.0,3.0,1.0,528.0,5.0,17600.0,8.0
Super built-up  Area,Kanakpura Road,1135.0,2.0,1.0,39.73,2.0,3500.440528634361,4.0
Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3.0,5712.669683257918,6.0
Built-up  Area,Other,1325.0,2.0,1.0,90.0,3.0,6792.452830188679,5.0
Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3.0,6191.369606003753,6.0
Plot  Area,Whitefield,1500.0,3.0,1.0,61.95,3.0,4130.0,6.0
Plot  Area,Other,2610.0,3.0,0.0,499.0,3.0,19118.773946360154,6.0
Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2.0,4898.9113530326595,4.0
Built-up  Area,Kammanahalli,2845.0,5.0,1.0,140.0,5.0,4920.91388400703,10.0
Super built-up  Area,Other,1600.0,2.0,2.0,50.0,3.0,3125.0,5.0
Super built-up  Area,Hennur Road,1317.5,2.0,0.0,63.77,2.0,4840.2277039848195,4.0
Super built-up  Area,Hebbal,3450.0,5.0,2.0,260.0,3.0,7536.231884057971,8.0
Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2.0,4870.235934664247,4.0
Super built-up  Area,Yelahanka,1350.0,2.0,2.0,54.0,2.0,4000.0,4.0
Super built-up  Area,Banashankari,1200.0,2.0,2.0,42.0,3.0,3500.0,5.0
Plot  Area,Other,1800.0,1.0,1.0,80.0,2.0,4444.444444444444,3.0
Built-up  Area,Chikkabanavar,950.0,2.0,1.0,40.0,2.0,4210.526315789473,4.0
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.25,1.0,5190.476190476191,2.0
Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2.0,3810.9756097560976,4.0
Plot  Area,Marathahalli,1780.0,4.0,3.0,175.0,4.0,9831.460674157302,8.0
Super built-up  Area,Other,1056.0,2.0,1.0,80.0,2.0,7575.757575757576,4.0
Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1.0,5600.0,2.0
Built-up  Area,Other,1080.0,2.0,2.0,50.0,2.0,4629.62962962963,4.0
Super built-up  Area,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3.0,7191.011235955056,6.0
Super built-up  Area,Bommasandra,1126.0,2.0,1.0,28.15,2.0,2500.0,4.0
Super built-up  Area,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0,5637.583892617449,6.0
Plot  Area,HRBR Layout,2000.0,4.0,1.0,300.0,4.0,15000.0,8.0
Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0,6451.612903225807,6.0
Built-up  Area,Other,1160.0,2.0,1.0,55.0,2.0,4741.379310344828,4.0
Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4.0,7601.351351351352,8.0
Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0,5952.380952380952,6.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2.0,4935.897435897436,4.0
Plot  Area,Sarjapur  Road,2230.0,4.0,3.0,225.0,4.0,10089.686098654709,8.0
Super built-up  Area,Other,1544.0,3.0,2.0,120.0,3.0,7772.020725388601,6.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0,4498.08429118774,5.0
Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2.0,6504.065040650406,4.0
Plot  Area,Other,1200.0,2.0,0.0,65.0,2.0,5416.666666666667,4.0
Super built-up  Area,Harlur,1460.0,3.0,1.0,73.0,3.0,5000.0,6.0
Built-up  Area,Gottigere,967.0,2.0,3.0,45.0,2.0,4653.567735263702,4.0
Built-up  Area,Other,540.0,1.0,1.0,36.0,1.0,6666.666666666667,2.0
Super built-up  Area,Hormavu,715.0,1.0,2.0,46.0,1.0,6433.566433566433,2.0
Super built-up  Area,Whitefield,2500.0,3.0,2.0,313.0,3.0,12520.0,6.0
Super built-up  Area,Other,1578.0,3.0,1.0,180.0,3.0,11406.84410646388,6.0
Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2.0,4799.019607843137,4.0
Super built-up  Area,Jigani,1020.0,2.0,1.0,40.0,2.0,3921.5686274509803,4.0
Super built-up  Area,Koramangala,1253.0,2.0,1.0,102.0,2.0,8140.462889066241,4.0
Super built-up  Area,Other,1180.0,2.0,2.0,42.0,2.0,3559.322033898305,4.0
Super built-up  Area,Nehru Nagar,961.0,2.0,2.0,38.0,2.0,3954.2143600416234,4.0
Built-up  Area,Kanakapura,1419.0,3.0,3.0,75.0,3.0,5285.412262156448,6.0
Super built-up  Area,Harlur,1709.0,3.0,2.0,150.0,3.0,8777.062609713283,6.0
Plot  Area,Other,1600.0,2.0,0.0,115.0,2.0,7187.5,4.0
Super built-up  Area,Other,416.0,1.0,1.0,18.5,1.0,4447.115384615385,2.0
Carpet  Area,Sanjay nagar,1100.0,2.0,2.0,98.0,2.0,8909.09090909091,4.0
Super built-up  Area,HSR Layout,1430.0,2.0,1.0,65.0,3.0,4545.454545454545,5.0
Super built-up  Area,Other,1260.0,2.0,2.0,45.0,2.0,3571.4285714285716,4.0
Built-up  Area,Other,1630.0,3.0,2.0,85.0,3.0,5214.7239263803685,6.0
Super built-up  Area,Sarjapur  Road,1249.0,3.0,2.0,44.71,3.0,3579.663730984788,6.0
Super built-up  Area,Kalena Agrahara,1450.0,2.0,3.0,85.0,3.0,5862.068965517241,5.0
Super built-up  Area,Konanakunte,2791.0,3.0,1.0,223.0,3.0,7989.967753493372,6.0
Super built-up  Area,Other,600.0,1.0,0.0,90.0,1.0,15000.0,2.0
Built-up  Area,Other,834.0,1.0,1.0,60.0,1.0,7194.244604316546,2.0
Plot  Area,Other,1125.0,4.0,1.0,70.0,3.0,6222.222222222223,7.0
Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3.0,6796.116504854369,6.0
Super built-up  Area,Malleshwaram,12000.0,7.0,3.0,2200.0,7.0,18333.333333333332,14.0
Built-up  Area,Gottigere,891.0,2.0,1.0,25.0,2.0,2805.8361391694725,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2.0,4330.979699911739,4.0
Built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,37.0,3.0,3441.860465116279,5.0
Super built-up  Area,Other,3000.0,5.0,2.0,260.0,4.0,8666.666666666666,9.0
Plot  Area,Brookefield,2440.0,5.0,2.0,425.0,4.0,17418.032786885247,9.0
Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2.0,4583.333333333333,4.0
Super built-up  Area,Thanisandra,1075.0,2.0,2.0,45.8,2.0,4260.46511627907,4.0
Super built-up  Area,Kaggadasapura,1140.0,2.0,2.0,40.0,2.0,3508.7719298245615,4.0
Plot  Area,Other,2160.0,5.0,1.0,250.0,6.0,11574.074074074075,11.0
Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2.0,3853.211009174312,4.0
Built-up  Area,R.T. Nagar,1500.0,4.0,1.0,70.0,4.0,4666.666666666667,8.0
Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4.0,8771.929824561403,8.0
Super built-up  Area,Whitefield,1790.0,3.0,2.0,100.0,3.0,5586.592178770949,6.0
